Entreprise,Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9,Attribut 10,Score d'apétence
Entreprise 837,0.982009219641802,6.95350245740507,9,1,10,9850,1454,9414,HELLO 6,SALUT 7,0.420337960588222
Entreprise 250,3.73338303882125,4.40109012766318,6,3,6,2577,1466,3032,HELLO 1,SALUT 9,0.419930731066757
Entreprise 1378,3.75220294514878,1.10489006159708,3,6,6,8707,7290,6857,HELLO 4,SALUT 5,0.419867405983634
Entreprise 341,3.15609119886603,3.93627099890503,4,5,9,9940,8755,6572,HELLO 5,SALUT 2,0.419057338090565
Entreprise 560,9.86491676436876,4.86599468859766,1,4,4,9301,6722,9127,HELLO 2,SALUT 1,0.418961467322414
Entreprise 996,2.52545805391153,8.34442830646934,2,6,2,5498,7370,197,HELLO 7,SALUT 0,0.417592476478317
Entreprise 1100,8.4671838691696,7.31026608778305,9,4,7,7051,8144,7832,HELLO 2,SALUT 8,0.417281614611812
Entreprise 323,3.70784125981147,9.70687584399142,8,5,1,4050,6512,3659,HELLO 10,SALUT 3,0.416645759649763
Entreprise 674,7.29982684405684,0.943385976140775,5,3,5,7803,3988,4198,HELLO 2,SALUT 9,0.416407044914559
Entreprise 240,4.48517719182738,1.63761329467533,6,5,7,3847,4095,6718,HELLO 3,SALUT 5,0.416174506258815
Entreprise 222,4.56116111376436,4.14626872672841,10,2,3,4648,9840,8842,HELLO 7,SALUT 6,0.41542784012268
Entreprise 1020,7.51767505601135,3.05857559311161,9,10,7,5599,4946,6012,HELLO 0,SALUT 1,0.415415992374974
Entreprise 1155,7.13116155632765,4.71442469065053,8,8,3,389,6688,8049,HELLO 4,SALUT 9,0.414485342568316
Entreprise 539,4.41995598061256,9.53292202913753,8,2,1,1853,960,3189,HELLO 2,SALUT 4,0.41405662646385
Entreprise 1006,6.98418859370547,3.17191892571161,3,4,7,1067,991,4047,HELLO 8,SALUT 6,0.412822157891484
Entreprise 1585,4.56556299764554,1.11202009679179,4,1,7,5794,3968,3303,HELLO 6,SALUT 6,0.412777415994077
Entreprise 218,5.3416744195136,0.79505864600193,5,8,2,7436,6203,8674,HELLO 10,SALUT 7,0.412269993754244
Entreprise 361,3.64897298687932,2.79331057264012,7,7,9,7648,9825,4905,HELLO 1,SALUT 8,0.410189838987064
Entreprise 1589,3.11028170460519,6.00583397287219,6,9,9,7283,7403,936,HELLO 4,SALUT 3,0.410039048053093
Entreprise 501,1.55608776099124,0.329417287075124,2,1,9,6293,2525,4223,HELLO 0,SALUT 0,0.409886354544613
Entreprise 445,2.66038806485915,7.50538653489721,4,6,0,622,1149,4949,HELLO 0,SALUT 9,0.40953034166079
Entreprise 24,2.9286416018025,8.66274507162064,6,0,1,5565,7683,4550,HELLO 6,SALUT 10,0.408671262833854
Entreprise 409,8.58985337694648,2.68761771340373,3,1,10,4338,3436,2408,HELLO 7,SALUT 5,0.407374458765968
Entreprise 695,0.954513491740391,9.16759516088676,4,1,0,6736,6981,3763,HELLO 3,SALUT 2,0.40668123367337
Entreprise 797,8.67346672625427,4.78250639787686,8,4,9,7631,4103,5002,HELLO 6,SALUT 4,0.406622319132399
Entreprise 569,3.94431094105262,9.20178957008954,0,3,7,3400,8578,9781,HELLO 10,SALUT 4,0.406567155979467
Entreprise 877,0.653579217799564,9.88789939930941,9,9,9,8298,7202,4836,HELLO 5,SALUT 5,0.406153356142804
Entreprise 813,8.61021099043419,8.35720666332987,4,2,5,1959,4271,3862,HELLO 1,SALUT 6,0.405426586273527
Entreprise 17,7.57464017037217,5.90297255931878,1,3,7,3665,9882,6307,HELLO 9,SALUT 10,0.404773177786474
Entreprise 575,1.92686126933547,8.38241211009868,1,9,8,3092,2570,6078,HELLO 7,SALUT 3,0.403899334431367
Entreprise 682,9.47581505533842,9.38537035547517,9,0,2,7882,2730,4623,HELLO 8,SALUT 2,0.40275802088219
Entreprise 1475,9.58997241719133,8.5767693727423,5,4,9,4385,4233,4876,HELLO 2,SALUT 6,0.402409243722539
Entreprise 828,1.23100958419552,0.381948551223201,3,4,4,5073,7902,5345,HELLO 8,SALUT 2,0.400907818354021
Entreprise 846,3.28218695470724,8.57962899562925,2,0,6,2649,1958,7225,HELLO 8,SALUT 6,0.400829071113468
Entreprise 770,2.49046070579728,6.88423806487741,8,7,2,8982,3443,9194,HELLO 0,SALUT 1,0.399862345661825
Entreprise 1452,2.51656392865883,2.23901142911259,2,6,4,8781,5460,5959,HELLO 10,SALUT 1,0.398745178364492
Entreprise 5,3.75470074141453,4.19139059494355,2,2,4,8171,1800,3721,HELLO 9,SALUT 0,0.397844125563911
Entreprise 1269,7.46132261363199,6.23303819093097,2,2,3,9845,5579,3441,HELLO 1,SALUT 4,0.397198147309711
Entreprise 677,4.11356274053803,7.32663549181215,2,8,1,6012,2233,7866,HELLO 6,SALUT 4,0.397021004184285
Entreprise 755,1.5817036844777,9.31042860713462,8,0,7,241,2211,7578,HELLO 6,SALUT 10,0.396916716963053
Entreprise 304,8.01618425818034,1.57191292889181,9,7,0,1602,9871,5652,HELLO 3,SALUT 9,0.396250653200313
Entreprise 86,5.499440727288,1.43985952820668,9,7,6,3791,729,1202,HELLO 0,SALUT 1,0.39623240266642
Entreprise 559,0.254688951165722,3.80811515152521,2,4,9,813,3266,4747,HELLO 2,SALUT 4,0.395525349411577
Entreprise 1296,1.78633336480325,8.0592814903825,8,4,7,8357,2099,4182,HELLO 1,SALUT 10,0.395239891059344
Entreprise 822,6.96944875401512,9.54037883928176,3,4,0,5652,675,3981,HELLO 6,SALUT 6,0.394770775498092
Entreprise 842,7.56305387945138,3.70083450486496,5,9,9,8988,5637,5579,HELLO 2,SALUT 9,0.393796609781069
Entreprise 50,8.30344095328837,4.27694470605524,8,5,10,5284,2111,9247,HELLO 8,SALUT 3,0.392935896309924
Entreprise 881,1.29881005819299,8.70803818268203,7,4,10,2634,7170,1184,HELLO 7,SALUT 5,0.392288268949848
Entreprise 350,4.28504029151453,6.59258193681031,9,7,3,8546,7195,2579,HELLO 8,SALUT 4,0.391999427316053
Entreprise 538,4.19102185427255,7.69633177093102,2,7,1,4843,6753,7685,HELLO 2,SALUT 0,0.390936765397982
Entreprise 60,8.31538886955087,9.92952154510895,2,6,9,4268,1653,3741,HELLO 7,SALUT 1,0.389935853664247
Entreprise 577,5.79806214649925,9.19539687873111,6,6,3,9667,3089,2586,HELLO 8,SALUT 9,0.389459028440978
Entreprise 1297,4.93455421365603,4.27100092747185,2,8,2,8710,6412,9101,HELLO 3,SALUT 0,0.389032034666595
Entreprise 880,0.966498819165692,9.79040704215396,1,7,4,4720,3181,5306,HELLO 6,SALUT 8,0.388958123540016
Entreprise 905,8.98402295745297,3.51756316465616,9,1,9,8313,84,7202,HELLO 4,SALUT 3,0.38866706983648
Entreprise 865,6.62609086174902,1.02359127108816,5,0,2,5268,3346,9308,HELLO 2,SALUT 3,0.388549086208328
Entreprise 256,8.77675184420046,0.283819145960728,2,7,2,1374,8694,5017,HELLO 1,SALUT 6,0.388029350241143
Entreprise 241,6.18511141919138,4.22343271386768,7,1,7,68,1933,2249,HELLO 1,SALUT 1,0.387128095210841
Entreprise 967,5.29885666863684,4.28965133621859,8,2,5,9415,3581,8290,HELLO 8,SALUT 9,0.386697997581494
Entreprise 225,9.95640265308821,3.04879864029017,7,5,9,1084,7757,2287,HELLO 1,SALUT 7,0.385923819130233
Entreprise 1005,9.80497158352407,4.16605707823325,2,0,5,765,7267,9199,HELLO 5,SALUT 5,0.38533513100859
Entreprise 1392,5.70902446930184,2.60515479465975,3,7,5,1414,2747,688,HELLO 1,SALUT 5,0.384985362407513
Entreprise 239,1.34318861820651,4.81021388152542,6,6,5,9126,5736,1037,HELLO 2,SALUT 7,0.384856521776646
Entreprise 1420,4.82755081209751,7.35315924283713,5,9,2,9456,6058,5356,HELLO 8,SALUT 6,0.384742138984948
Entreprise 1114,9.93155553647598,2.95680237573732,8,10,7,7423,5710,5044,HELLO 6,SALUT 1,0.384265406516813
Entreprise 1089,1.50125612630303,7.66718678298998,5,6,3,1914,9876,5550,HELLO 9,SALUT 6,0.382076163332426
Entreprise 456,9.29851443394922,4.46803301758668,3,3,3,7234,3543,1039,HELLO 6,SALUT 6,0.381163445493489
Entreprise 211,2.53698833568553,6.47422095393925,1,4,7,6844,3613,3395,HELLO 8,SALUT 3,0.381008222895961
Entreprise 752,9.53912751284146,9.62622232856659,1,4,8,5695,4483,7774,HELLO 7,SALUT 2,0.379198719780408
Entreprise 473,7.89979409165579,6.67285426429615,6,6,3,2309,9292,2482,HELLO 3,SALUT 2,0.379096190952703
Entreprise 49,1.06359557906746,9.07902171717189,5,8,8,7263,4936,6557,HELLO 10,SALUT 1,0.378772178547719
Entreprise 1233,4.11749784719154,1.22914429300673,7,3,4,6645,1714,3901,HELLO 7,SALUT 6,0.378349448230058
Entreprise 443,2.85381275300283,3.78360016974076,0,2,2,8120,9404,138,HELLO 4,SALUT 5,0.377766713136086
Entreprise 1029,6.11874016251536,6.06447802177699,8,5,9,7910,8600,4232,HELLO 6,SALUT 3,0.375515379716568
Entreprise 1133,9.0918815483528,2.51768907520227,6,3,6,759,5189,8804,HELLO 4,SALUT 7,0.3754504631744
Entreprise 1521,4.70943481495159,8.93531335090111,7,5,3,1901,9381,208,HELLO 1,SALUT 4,0.375442445351521
Entreprise 878,6.28663999504617,1.47977277974507,7,6,0,6950,2242,9113,HELLO 9,SALUT 7,0.37462049522702
Entreprise 1144,9.86562345610682,3.28201244969705,9,3,9,8454,6976,8853,HELLO 4,SALUT 0,0.374360634787017
Entreprise 554,3.57563505289624,2.05522581858197,6,5,6,8306,3488,8739,HELLO 3,SALUT 6,0.373136555351802
Entreprise 169,1.02890891355017,9.39211888297474,2,1,7,7633,2035,5343,HELLO 3,SALUT 6,0.373104405759367
Entreprise 536,5.8954706327642,2.18491163623161,1,7,7,4108,2024,3874,HELLO 4,SALUT 4,0.371710756062702
Entreprise 431,8.64673945013125,8.3492075249921,6,3,10,7357,3391,9826,HELLO 6,SALUT 6,0.370816226307833
Entreprise 390,3.38143317461308,9.03625742536281,6,10,8,946,2645,9050,HELLO 3,SALUT 0,0.370738175534712
Entreprise 806,5.32721048919075,2.9407520852579,8,1,1,1468,2541,6294,HELLO 7,SALUT 4,0.370591691599679
Entreprise 653,8.38704816441225,8.44422456586259,7,2,4,3501,5724,9400,HELLO 6,SALUT 6,0.370561432477419
Entreprise 771,5.33457099162603,1.3225912127651,3,10,1,8207,979,150,HELLO 4,SALUT 3,0.370468467619616
Entreprise 79,4.42024081883378,3.9526596051815,3,5,9,6080,464,4510,HELLO 1,SALUT 9,0.370179401993536
Entreprise 965,4.52313597003933,2.20680081330389,5,5,10,4795,4780,6349,HELLO 6,SALUT 6,0.369839402918599
Entreprise 1287,2.93094707871669,3.0595862617697,4,6,3,4332,32,5232,HELLO 5,SALUT 6,0.369289228915179
Entreprise 335,2.80506267852663,0.739841741197648,10,3,7,7243,8308,5726,HELLO 6,SALUT 4,0.368193201192624
Entreprise 133,2.48652801246723,1.55926246326797,6,4,9,3570,2743,6335,HELLO 4,SALUT 2,0.367737893719222
Entreprise 1499,9.49362887630789,1.32614098893825,4,1,8,6497,9916,720,HELLO 3,SALUT 4,0.366299640192865
Entreprise 1357,0.265438641399607,8.54879053391753,7,0,6,3845,2167,4582,HELLO 7,SALUT 4,0.366206657130946
Entreprise 1572,6.04192532794669,5.77973020039088,7,5,4,5572,683,3075,HELLO 3,SALUT 0,0.365119950607478
Entreprise 272,0.245051573341242,3.75113800432754,7,7,8,1379,7404,896,HELLO 3,SALUT 4,0.365095121572148
Entreprise 195,6.3269074861577,5.51412560399883,4,7,6,8122,3047,6088,HELLO 2,SALUT 8,0.364718760067071
Entreprise 1058,2.61136459040289,2.83658781226611,3,7,5,1936,9220,4049,HELLO 1,SALUT 8,0.364255619706777
Entreprise 197,2.83078006845301,6.4708263886768,6,5,4,5839,4342,4958,HELLO 3,SALUT 2,0.362252726163626
Entreprise 105,5.53029810479544,9.79474693210164,6,4,8,2349,2131,8071,HELLO 3,SALUT 7,0.361835499737635
Entreprise 1356,0.23814705193668,2.05805952520485,8,3,0,787,7535,7677,HELLO 1,SALUT 3,0.361505816601241
Entreprise 1239,6.53701733826246,1.78930700548837,4,1,6,9660,2751,5639,HELLO 1,SALUT 5,0.361445136956401
Entreprise 1306,0.504369360005884,6.80201652970252,5,5,8,5678,4371,5691,HELLO 6,SALUT 7,0.361310868008849
Entreprise 339,8.49936603834814,6.18849897951044,7,3,0,4356,8247,6242,HELLO 2,SALUT 4,0.360715035928076
Entreprise 849,6.03987174394053,6.24648903700156,7,9,7,9300,5674,9745,HELLO 4,SALUT 8,0.360674176666735
Entreprise 801,8.36570086762697,2.04907784190059,2,3,2,2570,3312,7986,HELLO 1,SALUT 2,0.358771286969834
Entreprise 1492,4.55588529784885,6.45220646880885,8,4,0,2675,9707,3408,HELLO 0,SALUT 3,0.35776208018986
Entreprise 973,5.67746897939917,2.85723089689038,7,2,0,4441,9836,2344,HELLO 10,SALUT 9,0.35741259420707
Entreprise 488,6.64762563970197,6.72637144267609,5,3,1,2414,3575,6795,HELLO 4,SALUT 7,0.356291973823384
Entreprise 1363,8.18554695919483,8.29913670542527,8,1,6,852,8042,5372,HELLO 2,SALUT 8,0.356076281886844
Entreprise 1424,2.02455390998239,3.49796529318514,5,2,5,2002,4242,4820,HELLO 8,SALUT 1,0.355780552337697
Entreprise 204,0.333940972724602,7.32252191774987,6,1,4,5461,1014,4299,HELLO 4,SALUT 6,0.3531871873488
Entreprise 580,5.74990745752124,7.06350780745089,9,6,1,321,8897,3551,HELLO 4,SALUT 1,0.352616685378256
Entreprise 284,2.90049223355689,4.87505696827691,4,10,1,9382,6175,134,HELLO 4,SALUT 7,0.352458165055186
Entreprise 112,5.80514212370921,4.96169865071141,5,7,0,6325,3992,6811,HELLO 7,SALUT 5,0.350038936856884
Entreprise 531,9.97271890491723,4.47047675942835,4,2,2,6553,8622,1826,HELLO 5,SALUT 1,0.348161829209757
Entreprise 140,0.348687459670022,5.21299148121657,10,1,9,5860,3153,447,HELLO 2,SALUT 4,0.346632184515312
Entreprise 367,1.17969569613117,8.50046481872245,6,7,3,346,6846,5090,HELLO 5,SALUT 8,0.345346940827497
Entreprise 827,8.81744616432875,1.54596887346052,7,2,0,5471,4517,9304,HELLO 10,SALUT 1,0.345116334898646
Entreprise 648,8.84984077252752,8.94805947877159,7,1,4,5791,9107,9559,HELLO 3,SALUT 10,0.344784325340506
Entreprise 609,7.01697159712236,2.67991895171516,6,10,6,5514,6425,1350,HELLO 9,SALUT 2,0.34366139764076
Entreprise 1050,3.88052825700028,0.423690817638047,5,7,7,5104,7214,4080,HELLO 7,SALUT 2,0.343561844078302
Entreprise 1154,5.07468040180723,7.43878500611599,8,9,1,3549,8428,3406,HELLO 4,SALUT 6,0.343407116685726
Entreprise 1130,6.22305326950466,8.73775817599329,9,2,3,1090,5656,7361,HELLO 5,SALUT 10,0.343239795004879
Entreprise 1406,1.4762302522007,2.89306322974225,4,5,8,1661,5169,1163,HELLO 1,SALUT 4,0.342403187255667
Entreprise 527,0.47575317919755,4.33551814729264,2,2,8,4375,2505,7070,HELLO 6,SALUT 5,0.341929425847833
Entreprise 1003,5.72478815345183,4.51833702163768,3,3,7,4590,7585,3969,HELLO 1,SALUT 9,0.341274678669659
Entreprise 395,4.13725567726144,3.84376334739541,1,8,1,8638,6580,7252,HELLO 5,SALUT 8,0.339827917870561
Entreprise 68,7.23125548237424,0.912769167467936,2,7,6,2138,8876,7096,HELLO 4,SALUT 6,0.339472733724719
Entreprise 1484,2.65215692308219,4.26792937588671,1,1,4,8284,3058,7522,HELLO 5,SALUT 4,0.339296481737729
Entreprise 1102,1.36302796281442,6.66562349441814,6,5,9,1655,1629,3694,HELLO 9,SALUT 2,0.338518139746414
Entreprise 311,9.23961350782626,5.25820188969172,1,5,5,5379,1963,4578,HELLO 1,SALUT 5,0.336415780425274
Entreprise 183,6.10608650195405,6.32092085437972,0,6,7,5912,5001,7075,HELLO 7,SALUT 3,0.335940804242635
Entreprise 1110,4.55178587066495,2.9839840983401,7,4,1,4558,909,721,HELLO 2,SALUT 0,0.335743012417505
Entreprise 227,4.74996534677092,0.791207290580812,8,8,4,6620,1698,6673,HELLO 0,SALUT 4,0.335673275929469
Entreprise 1324,8.93343024903304,4.59609339469604,3,7,8,3867,7946,1767,HELLO 8,SALUT 8,0.334846301848758
Entreprise 147,3.35401351104178,9.90871042260554,6,5,9,3394,9954,6370,HELLO 9,SALUT 7,0.334748310679131
Entreprise 1015,2.64751381273503,0.573612180556611,8,4,8,4239,3479,2007,HELLO 1,SALUT 6,0.334070906434596
Entreprise 1282,5.88402897258138,5.18201527276505,2,4,1,7463,3811,7563,HELLO 10,SALUT 5,0.333752452895375
Entreprise 454,6.79729112314221,6.19666347447547,9,7,3,1398,4113,3170,HELLO 9,SALUT 1,0.332811817778295
Entreprise 715,8.76248900456464,2.5832969014149,5,3,7,6483,4673,8604,HELLO 4,SALUT 2,0.331465630808264
Entreprise 1238,0.536184377693135,7.68261030662824,9,8,1,9247,9111,3136,HELLO 5,SALUT 2,0.331206525449191
Entreprise 906,1.83423186300556,2.79441393513185,0,8,9,5461,6390,5781,HELLO 4,SALUT 6,0.330170301296336
Entreprise 1570,0.801742224433659,9.44063692447959,7,3,4,4116,5550,6489,HELLO 1,SALUT 9,0.329931961014756
Entreprise 1310,5.62435487804516,3.12119795233007,6,9,3,3404,545,8329,HELLO 4,SALUT 3,0.329834033053911
Entreprise 817,0.109290348334462,8.77472242918335,10,7,2,3559,223,9356,HELLO 9,SALUT 8,0.329742400884987
Entreprise 72,2.91538433874484,7.12211582620623,2,3,4,7225,8186,5420,HELLO 8,SALUT 1,0.329660139694496
Entreprise 903,3.61537808050744,6.36262892834121,5,8,4,9209,6705,7384,HELLO 0,SALUT 1,0.328822914512493
Entreprise 1011,1.85588388780206,8.52809153976856,8,0,7,7534,1780,5701,HELLO 9,SALUT 10,0.32862347951935
Entreprise 1369,0.869925510898115,6.14617011258122,0,8,3,6367,2906,2779,HELLO 10,SALUT 7,0.327559131863424
Entreprise 710,5.37171435729427,4.99340755986718,6,3,5,3470,4073,5042,HELLO 0,SALUT 8,0.326266552818762
Entreprise 1036,5.33802781443473,4.18586702715216,4,5,8,15,8762,6971,HELLO 3,SALUT 1,0.325421458485877
Entreprise 165,4.19925979560276,9.3527826022907,0,7,2,8315,6054,2362,HELLO 6,SALUT 5,0.325209914883402
Entreprise 1435,5.6078404822599,8.06142382847479,1,4,6,9061,3566,9589,HELLO 1,SALUT 8,0.32519700199093
Entreprise 471,8.5319290803361,0.106554484393981,5,7,6,1258,6177,4527,HELLO 10,SALUT 6,0.324058845869076
Entreprise 1413,9.86314804286043,5.57507549887952,10,3,0,7882,15,5422,HELLO 3,SALUT 4,0.323426590939378
Entreprise 1382,3.06830851465668,8.30208982886978,0,3,8,51,2086,5758,HELLO 4,SALUT 0,0.323414229819011
Entreprise 1582,7.25705888343287,5.09699818938064,6,1,1,1672,7213,2661,HELLO 8,SALUT 3,0.323380111991227
Entreprise 1509,2.39093099695758,6.03353403840307,6,2,7,965,2232,6779,HELLO 9,SALUT 4,0.323324169141814
Entreprise 247,8.61143916984896,4.25986836826958,9,7,6,5553,4200,2900,HELLO 0,SALUT 2,0.322508253971811
Entreprise 357,1.54744218121998,4.35322100095593,2,8,3,4610,6969,7191,HELLO 8,SALUT 5,0.322497820341745
Entreprise 1030,9.9349341203273,8.98631380878937,9,1,1,959,1741,8127,HELLO 7,SALUT 5,0.322428180620473
Entreprise 934,9.90041246915829,7.17964582899637,5,1,4,4198,2528,842,HELLO 3,SALUT 1,0.322157262604929
Entreprise 1444,7.32002828391077,6.32130418145476,5,8,1,7936,5411,3971,HELLO 2,SALUT 3,0.322081137163146
Entreprise 491,7.62885848777825,4.55531631026432,5,1,9,8778,2677,7190,HELLO 4,SALUT 4,0.321901588039314
Entreprise 951,6.93519579349853,2.81719022221743,7,4,3,4886,4084,6851,HELLO 4,SALUT 7,0.321538867173608
Entreprise 732,9.29121302508628,0.249005435505298,1,5,2,1544,7560,394,HELLO 4,SALUT 9,0.320375960637757
Entreprise 1275,2.62995858275157,9.76251817107857,7,7,9,407,8748,2731,HELLO 5,SALUT 8,0.319628943412659
Entreprise 1423,1.07013676636266,0.348038187338432,3,0,7,4910,4515,768,HELLO 1,SALUT 10,0.319436869599952
Entreprise 1192,2.7132432867571,7.69341690114517,0,1,1,3026,6054,1906,HELLO 3,SALUT 7,0.319159714201721
Entreprise 1163,0.539289629916229,9.25219895556974,1,8,1,8609,7773,5218,HELLO 6,SALUT 2,0.318951047042331
Entreprise 794,5.62081253320638,8.34526722205687,7,5,4,7664,748,963,HELLO 8,SALUT 7,0.318159795954536
Entreprise 93,6.8332947339424,6.34241052924236,5,7,4,8764,7728,6986,HELLO 3,SALUT 6,0.317627549162452
Entreprise 85,8.36945723022274,1.46576376880916,7,3,6,9496,4755,1116,HELLO 9,SALUT 6,0.316712961620908
Entreprise 754,9.379991304081,8.28853559116198,1,5,0,7251,561,2729,HELLO 6,SALUT 5,0.315766575845729
Entreprise 134,3.15634929869471,6.32105790379553,8,7,2,1830,3637,5005,HELLO 4,SALUT 3,0.314088440613177
Entreprise 1222,5.93155547285229,3.99518556950739,7,3,4,552,5583,6058,HELLO 2,SALUT 8,0.313963527272973
Entreprise 97,7.75151691910191,8.6151730015737,6,6,9,1802,743,2995,HELLO 2,SALUT 4,0.313841816806418
Entreprise 619,3.03632248969733,9.94780851158048,6,8,4,456,3810,6383,HELLO 0,SALUT 1,0.313760051461697
Entreprise 1180,0.808864066448125,1.23328438580421,1,9,5,6807,6904,6587,HELLO 2,SALUT 8,0.313497988247005
Entreprise 644,3.04026202019467,6.05326852926876,0,2,8,360,4373,1298,HELLO 4,SALUT 9,0.313045176153486
Entreprise 1300,3.49680965367923,1.86024784211613,10,8,2,4753,4306,4566,HELLO 10,SALUT 3,0.312404837340923
Entreprise 1460,5.175315076268,3.07330639781532,8,6,5,6586,9029,260,HELLO 2,SALUT 2,0.312201595430258
Entreprise 1136,3.88915624415753,2.1708808380808,1,9,2,7349,4517,9168,HELLO 4,SALUT 2,0.311882231227213
Entreprise 1115,0.71112247294834,6.89698999152737,3,2,3,9427,5582,130,HELLO 5,SALUT 5,0.311217978790287
Entreprise 1473,5.61203761090807,7.42310186410414,6,4,6,4789,309,1117,HELLO 5,SALUT 5,0.309596137499593
Entreprise 1491,1.64403927321769,9.89865033375455,8,3,1,7865,2090,7898,HELLO 2,SALUT 10,0.309388375263178
Entreprise 1244,2.4723349152491,5.2121911072425,5,9,2,7672,1412,9193,HELLO 0,SALUT 6,0.308402901138293
Entreprise 1232,5.53451107265832,2.02289196895953,9,2,6,7489,6849,506,HELLO 5,SALUT 8,0.307137288272452
Entreprise 507,6.91505196275143,7.73574732722,5,4,1,8803,9448,6441,HELLO 4,SALUT 4,0.307034274910074
Entreprise 800,9.91940255153272,4.30642106325353,3,1,1,3920,8918,3350,HELLO 9,SALUT 7,0.306694910022786
Entreprise 945,7.49968430624509,0.64608604045975,4,7,5,4819,2677,7633,HELLO 2,SALUT 6,0.305734282694636
Entreprise 627,9.38130402299988,4.90056755047965,6,7,9,9960,3109,2723,HELLO 2,SALUT 7,0.304853234223612
Entreprise 1485,8.9983442824494,8.75314917635424,8,2,7,3247,2230,1750,HELLO 1,SALUT 6,0.304093632060274
Entreprise 198,6.50459368123876,1.62683781960486,10,8,6,6546,5492,5922,HELLO 1,SALUT 1,0.303675831008973
Entreprise 312,0.791291596275101,8.07677105268203,9,8,8,6694,1207,2306,HELLO 4,SALUT 7,0.303534837166856
Entreprise 1457,0.115399237013021,3.36900965949806,2,3,7,846,5413,851,HELLO 10,SALUT 4,0.303064603358985
Entreprise 568,8.38714119596518,4.17193865826861,3,0,3,2222,4921,7820,HELLO 2,SALUT 4,0.302924041538653
Entreprise 1472,8.96021405919339,9.65228597768029,9,4,8,4263,1681,4435,HELLO 6,SALUT 1,0.302730083123069
Entreprise 1047,4.85256685850689,7.83809197342501,0,5,8,7056,3240,2869,HELLO 9,SALUT 6,0.300499368126576
Entreprise 135,5.19143301295611,5.71624746349755,1,1,7,2952,9976,2884,HELLO 1,SALUT 5,0.299969398827698
Entreprise 1019,5.45433720554793,0.731192175031271,3,1,9,2704,9489,1959,HELLO 9,SALUT 1,0.29994746134094
Entreprise 229,5.61027699033876,3.68231392672478,9,1,6,8119,5200,2380,HELLO 6,SALUT 7,0.297242451859722
Entreprise 1067,4.10706240695167,7.80708820852938,3,5,3,7687,3091,3365,HELLO 7,SALUT 2,0.296243262211434
Entreprise 660,5.25354287879969,2.97985935156878,2,3,3,8247,8774,1632,HELLO 1,SALUT 6,0.296049196584967
Entreprise 145,5.86915449097555,7.99980281434954,4,8,4,6536,7225,6645,HELLO 3,SALUT 3,0.295893460680645
Entreprise 333,1.59664072118119,1.02099403468414,1,9,4,6813,9041,3273,HELLO 2,SALUT 6,0.29364176141156
Entreprise 1367,1.81949425717501,7.89288356297478,1,9,9,915,4149,3741,HELLO 5,SALUT 2,0.291762563233171
Entreprise 1320,3.14471218204237,4.30040270518114,3,6,10,9235,531,4048,HELLO 2,SALUT 2,0.291410900914738
Entreprise 720,6.77772797873673,1.83492130153219,9,7,6,4937,7050,9009,HELLO 1,SALUT 9,0.290602876238892
Entreprise 1387,9.54281815763254,6.59381737471436,8,1,1,226,395,5603,HELLO 9,SALUT 9,0.288882626371434
Entreprise 860,1.81475599972031,8.70989332771895,3,4,8,4186,670,9071,HELLO 1,SALUT 3,0.288638868875257
Entreprise 41,9.29096157493384,6.8655916041174,1,4,9,3697,7727,3796,HELLO 2,SALUT 0,0.285919143190467
Entreprise 866,2.04548230345517,3.27355203571794,3,9,3,4,6804,7871,HELLO 7,SALUT 4,0.285624136325686
Entreprise 593,6.99173471976539,4.87151398442511,0,5,7,4349,5697,2151,HELLO 6,SALUT 9,0.283981515354988
Entreprise 924,7.98485555620076,4.29178265524241,0,8,5,6980,7196,2896,HELLO 4,SALUT 7,0.283623516149588
Entreprise 643,0.201239879978865,0.807517008635339,10,5,10,8843,973,5362,HELLO 9,SALUT 7,0.282663477827969
Entreprise 1307,6.10722813988367,1.97220728812902,0,9,4,8976,386,971,HELLO 2,SALUT 2,0.281267355147863
Entreprise 517,0.73663431072279,4.26034227569287,9,3,9,6342,1470,3732,HELLO 8,SALUT 7,0.278784511861213
Entreprise 1407,5.27184112185201,0.277448093985174,4,2,6,7152,9079,8633,HELLO 9,SALUT 3,0.278564693832714
Entreprise 735,3.9749398997555,2.3065032084683,10,6,2,8319,5323,3081,HELLO 1,SALUT 6,0.278386721677314
Entreprise 820,9.32985564808969,7.36799926465479,2,6,1,4274,3951,543,HELLO 3,SALUT 1,0.276871239053939
Entreprise 1049,5.95771097312355,9.53179678701924,6,6,4,2672,4280,4089,HELLO 3,SALUT 5,0.276700529195891
Entreprise 1195,8.91225460189605,6.89320087915875,5,5,1,4550,9181,8832,HELLO 2,SALUT 7,0.276335527456273
Entreprise 769,2.86320393987136,9.97594602215799,9,3,5,9144,3494,6248,HELLO 9,SALUT 3,0.276081006083718
Entreprise 91,0.129594042918542,4.183192210503,9,3,7,1790,6156,8742,HELLO 9,SALUT 5,0.275203136979455
Entreprise 1525,4.41572070653091,5.92568106277223,4,2,7,8159,3178,3720,HELLO 3,SALUT 3,0.2739288271469
Entreprise 1383,0.233859955547154,5.043408514177,2,8,10,8673,2277,6661,HELLO 4,SALUT 8,0.273278640001767
